,Unusual
5207,0
25107,0
4123,0
31518,0
3334,1
21239,0
28481,0
4691,0
7420,0
26628,1
12783,0
23416,0
7597,0
4971,0
7196,0
20327,0
33362,1
17236,0
30106,1
15516,0
34070,1
30331,0
36116,0
31181,0
9326,0
25127,0
21745,0
6204,0
9185,0
26662,1
23192,0
4821,0
33038,0
849,0
15780,0
26349,0
33328,0
30984,0
29085,1
14646,0
28448,0
18883,0
4709,1
33084,0
14957,0
1936,1
33348,0
28301,1
31657,1
16241,0
27141,0
29726,1
15648,0
35778,0
10825,1
24220,1
28420,0
16805,1
686,0
18578,0
19996,0
18054,0
28404,0
16435,0
20948,1
29795,0
5594,0
29176,1
25966,0
4814,0
19625,0
33939,0
15292,0
24656,0
4762,0
13052,0
25448,1
11808,0
34632,1
16059,0
24919,0
22678,0
33546,0
15750,0
29925,0
466,1
10309,0
17106,1
29518,0
23518,1
7487,0
34615,0
8070,0
20095,0
27956,0
13566,1
18405,1
27000,0
22242,0
3022,0
34913,0
11357,0
10883,0
6586,0
2155,0
10247,1
939,1
26676,0
19956,0
9808,0
16459,0
8224,0
15866,0
27764,0
29128,0
19993,0
21398,0
3913,0
14317,0
14313,0
22732,1
34641,1
30253,0
36612,0
5327,0
8662,0
18259,0
28850,1
28945,1
21930,0
11391,1
4925,0
12573,0
15966,0
35445,0
24196,0
31196,0
34680,0
8204,1
28980,0
21323,0
31126,1
27773,1
2443,0
13770,0
12119,1
24310,0
21395,0
25703,0
21031,1
21087,0
15539,0
5859,0
29096,0
26370,1
32201,0
35018,1
14971,0
20950,0
23826,1
24051,1
18515,0
27835,1
4098,1
30961,0
10457,0
19574,1
7926,0
9047,1
4689,0
21777,0
22910,1
20436,1
11763,0
15545,0
23226,0
12495,0
31127,0
30254,0
10516,0
7983,0
33336,1
9270,0
5736,0
31120,0
5638,0
16950,0
24934,0
24506,1
27351,0
12457,1
13309,0
27887,0
17083,0
18473,0
11011,0
22051,0
18597,1
18317,1
10239,1
33532,0
22363,0
10987,0
17177,1
35625,0
1456,1
25985,1
33220,0
25759,0
26730,0
6743,0
13458,0
26050,0
12237,1
12450,0
3568,0
1268,0
20100,0
15309,0
27290,0
28159,1
15657,1
29116,0
13578,0
30362,0
2760,0
31201,0
10460,1
24429,0
15361,1
30320,0
19576,0
23483,1
23437,0
5206,1
5843,1
33844,1
8234,0
13511,1
14469,0
18176,0
3878,0
23251,0
27755,0
24237,0
20783,0
19592,0
7198,0
19048,0
25908,0
9939,1
4079,0
30440,0
30655,0
25624,0
8539,1
30784,1
10069,0
9662,0
7533,0
2915,0
28304,1
28917,0
12315,0
20461,1
25570,0
23143,1
28205,0
28127,0
4152,0
35995,0
6297,0
25297,1
24058,0
16921,1
13594,1
7481,0
23737,0
10676,1
19976,0
3874,0
26791,0
30610,1
11273,1
6790,1
2929,0
9402,0
9770,0
17835,0
29727,0
34829,1
5626,1
36400,1
17602,0
7483,0
30797,0
14747,0
34705,0
6276,0
9305,0
2084,0
6954,0
7008,0
36173,1
2865,0
13205,0
17903,0
16870,0
36866,0
35105,0
23544,0
9665,0
32882,0
8929,0
15754,0
35545,0
9096,0
11046,0
10467,1
28864,1
32706,0
6588,1
7049,0
5637,0
25079,0
32960,0
2525,0
6035,0
6996,0
3996,0
35012,0
25409,0
24250,1
703,0
13332,0
23697,0
36325,0
29595,0
18462,1
9197,0
88,1
27971,0
15262,0
28723,1
19926,0
28733,0
9738,0
34889,0
9125,0
1691,1
11734,0
33711,0
15187,0
21929,1
27568,0
5404,0
24259,1
19243,0
11436,0
36407,1
26034,0
6015,0
15037,0
30692,1
7413,0
10977,1
30666,1
34494,0
27479,1
17927,1
18772,0
12637,1
6031,0
14766,0
13971,1
4754,1
4072,0
33833,0
12601,0
8450,0
33376,1
8027,0
34585,0
31668,1
18904,0
18968,0
5804,0
24955,1
6231,0
30511,0
24228,1
21365,1
32654,0
15512,0
104,0
16972,0
22595,1
15437,0
31079,0
25812,0
31367,0
14514,0
24107,1
8946,0
6597,1
24502,0
10502,0
5118,1
20260,0
26530,0
8280,0
13112,0
27957,0
22322,0
13469,0
5151,0
26898,0
11181,1
11744,1
9977,0
13532,0
12662,0
13329,0
13313,0
21687,0
18059,1
27483,1
21705,0
25681,0
19161,1
16726,0
28751,1
20336,0
11465,0
20076,0
13526,0
25146,0
6852,0
36874,0
33069,1
13181,1
7182,0
10735,0
4323,1
30796,0
29165,0
27597,0
13571,0
33947,0
34638,0
8282,1
33588,0
9070,0
24371,0
3714,1
17813,0
20549,0
4919,0
33019,1
34381,0
16790,1
14019,1
13742,0
4530,0
32668,0
11119,0
14560,0
20268,0
35423,0
10800,0
31289,0
2493,0
31849,1
1132,0
6136,0
25108,0
1895,1
4849,0
18779,1
23254,1
24246,0
9282,0
35084,1
24646,0
734,1
10050,1
10827,0
21149,0
31956,0
16961,1
23449,0
31006,1
24751,0
29076,0
12912,0
24406,1
5165,0
1137,1
25445,0
30364,0
21463,0
32517,1
14966,0
9937,1
21051,0
2250,0
7757,0
1085,0
17166,0
21244,0
35562,0
34130,1
28916,1
30794,0
32666,0
33229,0
17520,0
27443,1
19484,0
21990,0
18897,0
28934,1
7045,1
5734,0
9067,1
20250,0
32105,1
1969,0
16461,0
7776,0
25605,0
20246,0
9525,0
10057,0
1181,0
11691,0
36010,0
13198,1
25992,0
4547,0
17409,0
20922,1
27460,0
6859,0
30997,0
23942,0
25443,1
20135,0
28797,0
21205,1
31157,0
31396,0
7456,1
22236,0
1493,0
34136,0
1795,0
22797,0
26827,1
17935,0
29359,1
2128,0
902,0
29387,0
9202,0
36613,0
7811,0
8147,0
5636,0
14599,0
24869,0
35257,0
33670,1
18500,0
5968,1
12382,0
22355,0
17346,1
1386,0
29494,0
14384,0
9350,1
16585,0
25188,0
13292,1
32825,1
13755,1
30387,0
19077,1
3671,0
2614,0
5334,0
19507,1
35372,0
4151,0
17074,0
34383,0
23297,1
66,0
28969,0
29222,1
23056,0
8843,1
14360,0
14138,0
2652,0
4548,1
23252,0
25395,0
27133,0
34142,1
27985,1
30110,0
10995,0
19111,0
16847,0
5656,0
3621,1
12437,0
22856,0
32973,0
15024,0
682,0
7584,0
7637,0
1768,0
2798,0
20562,1
7132,0
35345,1
4719,1
33982,0
18433,0
13656,1
13041,0
1486,0
12799,1
20223,0
30480,0
14356,0
12833,1
1410,1
11753,0
14695,1
34141,0
423,0
11151,0
35278,0
4738,1
35717,0
11364,0
5238,0
35336,0
30740,1
2769,0
30790,0
22680,0
28817,0
647,0
36694,0
22719,0
18973,1
4069,1
31857,0
29112,0
33048,0
17769,0
30373,0
13186,0
19653,0
2735,1
5029,0
11801,1
28502,0
26322,0
29146,1
6702,0
886,1
4306,0
14086,0
31233,1
8876,0
27686,0
34892,1
36551,0
33832,0
34713,1
35427,0
4436,0
15320,0
27174,0
1396,0
16463,0
27512,1
13049,0
16811,0
28198,1
36083,1
9546,0
3397,0
2677,0
36254,0
26728,0
36248,0
1032,0
5831,1
10881,0
28001,0
36404,1
25398,1
20625,1
36682,1
10174,0
24356,0
14154,1
33164,0
26585,1
4986,0
4951,0
5829,0
15101,0
25847,0
13714,0
21875,1
36843,0
749,0
4602,1
27603,0
13573,0
29560,0
20983,0
36548,0
11398,0
12738,0
36864,0
28737,1
18996,0
16895,1
25363,0
10756,1
9517,0
6187,0
28990,0
36287,0
27033,0
20438,0
35145,0
18253,1
31020,0
30202,0
12976,0
12862,1
18508,0
21913,0
21204,0
13825,0
12169,0
6821,0
4313,0
30162,0
30662,0
11321,0
29221,0
315,0
19117,0
30352,0
3429,0
18153,0
28059,0
25382,0
12886,0
36611,0
13321,0
33034,0
26587,0
20951,0
25970,0
21669,0
17554,0
5438,0
35496,1
23645,0
25263,0
36207,1
18470,0
7178,0
240,1
10369,0
30554,0
20192,0
24881,1
7082,0
23242,1
21958,0
11409,1
21165,0
3800,0
21683,0
24826,0
19955,0
1578,0
13002,0
14246,0
22622,0
18731,0
25241,1
14900,0
11158,1
11048,0
30693,0
14041,0
14294,0
14809,0
7321,1
30332,0
35248,0
25618,0
34229,1
683,0
17435,0
18524,0
986,0
2931,0
7657,0
11607,1
34749,0
18590,1
26100,0
9767,0
3520,1
25444,0
26709,0
14696,0
31522,0
8878,0
4423,0
32772,0
1004,0
16398,0
26365,0
8409,1
21638,0
30227,0
4470,0
23081,0
20048,0
20577,0
10030,0
35401,0
10153,1
25824,0
2547,0
8689,1
14583,1
26939,0
29762,0
32096,0
7390,0
15798,0
26102,0
32705,0
17682,0
15746,0
8868,0
30132,0
22375,0
83,0
10736,1
17230,1
29246,0
34308,0
28668,1
13686,0
7650,0
1205,0
25,0
27668,1
13086,0
30618,0
11829,0
32031,0
23579,0
4091,0
8346,0
11001,0
18031,1
26567,0
29344,0
13337,0
11027,0
4472,0
25587,0
23265,0
35606,0
12262,0
14312,0
7545,1
29807,0
24930,0
16576,0
11032,0
19316,0
13020,0
19844,0
18129,0
31758,0
13358,0
17332,0
10771,0
23277,0
983,0
18831,0
24221,0
16512,0
4430,0
3528,0
1979,0
6244,0
36163,1
2534,0
29330,0
15948,1
9587,0
8544,0
10138,0
29102,0
25412,0
1031,0
18271,0
10645,0
1463,0
21700,0
34201,0
1419,0
10214,0
31828,0
14698,0
29894,0
10211,1
28907,0
10413,0
25103,0
36136,0
35483,0
33316,0
12194,0
22158,0
34479,1
912,0
16765,1
22780,1
1826,0
29421,0
1455,0
1678,1
19494,0
3615,1
35130,1
19452,0
32204,0
12483,0
17731,0
16722,0
9410,1
33324,0
26499,0
7249,1
3902,0
24290,0
28246,0
13641,1
27061,0
29517,0
31710,0
28104,0
14245,0
3982,0
11186,1
17275,0
779,0
9861,1
15068,0
26371,0
30393,0
28360,0
11435,1
17183,0
11504,0
6007,0
22894,0
8167,0
35959,0
19677,0
20526,0
27658,0
27247,0
36470,0
34571,0
6783,0
33583,0
32808,0
18020,0
32474,0
27132,0
15444,0
4466,1
5826,1
3434,0
16045,0
1856,0
29055,0
10348,0
15300,0
28337,1
19220,1
12195,1
16341,1
33882,1
19381,0
4696,0
29537,1
36026,0
16974,0
30036,0
9072,1
4636,0
32876,0
34123,0
5642,0
23504,0
32024,0
10740,0
22478,1
16278,1
29229,0
10376,0
963,0
26748,0
32486,0
25845,0
32503,1
28218,0
12211,0
22252,0
9464,1
21767,0
22496,0
13001,0
29643,1
29813,0
7184,0
7476,0
23990,1
18557,0
31529,0
2858,1
28859,0
29350,0
3797,0
3934,0
30122,0
8922,1
11968,0
5650,1
11856,0
32271,1
16309,0
442,1
16884,0
13,0
32183,0
4471,0
6290,0
2141,1
26416,0
21780,0
5745,0
4953,0
8486,0
25121,0
35157,0
23304,1
26924,1
23811,0
9230,0
16947,0
6949,1
34601,0
14826,1
21160,0
34007,0
24074,0
13209,0
12102,0
16940,0
5138,1
28320,0
4760,0
950,0
20888,0
30919,1
30723,1
36464,1
6487,1
20588,1
3412,1
6660,0
25494,0
10613,0
35952,0
22437,1
14238,0
30612,0
30431,1
12755,1
16197,0
8531,0
29647,0
22077,1
19795,0
30349,0
14858,1
27183,0
13943,0
32098,0
1449,0
15915,0
6071,1
24790,0
21677,0
16521,1
10402,1
14194,0
4440,1
24302,0
17478,0
9848,0
11686,1
34981,0
30667,1
15529,0
5412,0
816,1
13449,1
7887,1
18785,0
11937,0
35740,1
6123,0
20638,0
15843,0
4918,0
29616,0
16002,1
15741,0
17060,1
21604,0
5852,0
26286,0
8363,0
20587,0
27837,0
36099,0
25139,0
14329,0
5490,0
14531,0
23575,0
23630,0
33417,0
12759,1
30815,0
17695,0
17898,0
7877,1
381,0
17009,0
15497,1
9712,0
20189,1
31279,0
8965,0
13529,0
28410,0
13895,1
32535,1
8487,0
30216,0
25973,1
1861,0
25072,1
20896,0
1688,0
34686,0
21062,0
1105,0
33885,1
945,0
32445,0
17037,0
3804,0
22921,0
13229,1
7193,0
12929,1
1444,0
16044,0
2764,1
36895,0
288,0
19001,0
30092,0
15463,0
10436,1
11912,0
28102,1
17872,1
6842,0
2847,0
14072,1
4341,0
12228,0
86,0
15017,0
35319,1
17528,0
36002,1
32140,1
4386,0
13926,1
27931,0
12405,0
200,1
5961,0
31487,1
18652,1
17324,0
29562,0
2263,0
12054,0
27884,1
26005,1
35969,1
17744,0
32160,0
16792,0
17798,0
21469,0
28100,0
18819,0
33169,1
4164,0
15496,0
22013,0
6845,0
24328,1
3372,0
20030,0
34027,0
5721,0
13114,0
15580,1
16767,1
26173,0
28606,0
4009,0
17677,0
1335,0
28995,0
34059,0
1383,0
2596,0
3747,0
13908,0
12704,0
7728,0
16943,1
24082,0
12143,1
4272,0
24417,0
28289,0
16023,1
1532,0
22234,0
19729,0
27222,0
11168,0
26373,0
22264,0
18712,0
32974,0
13646,0
4004,0
33360,0
35418,0
24782,0
17674,0
12162,0
33471,0
16976,0
21708,0
23195,1
4708,0
23280,0
4614,0
31653,0
10586,0
3509,1
16354,0
27003,0
33534,1
33040,0
27415,0
26746,0
9990,0
22640,0
22211,0
18224,0
5225,0
13761,1
26942,0
25720,0
17380,1
15206,1
32919,1
11059,0
9810,1
14697,0
33183,0
17755,0
11931,0
23549,1
19884,0
15726,0
8987,0
7500,0
10234,0
26495,1
5139,0
5088,0
23311,1
13774,1
15150,0
25991,0
12678,0
1523,0
11516,0
18814,0
20368,0
17056,0
28199,0
3752,0
12938,0
30120,0
1814,0
29930,1
18330,0
35201,1
35988,1
20035,0
4280,0
30290,0
19531,1
20985,1
6805,0
22023,1
24113,0
22993,0
19238,0
4859,0
15670,1
23299,0
30845,0
14320,1
9437,0
11971,1
22743,0
8033,1
32001,1
33605,1
29609,0
32395,0
14622,1
26741,0
34359,1
29860,1
1941,1
2033,0
36845,0
18340,0
9041,1
23155,1
11515,1
15018,0
8535,1
15731,1
11242,0
4546,0
6674,0
12323,0
33645,0
949,1
21726,0
7235,0
1789,0
33561,0
13439,1
27007,1
28651,0
6635,1
19461,1
13922,0
1435,0
10557,0
16089,0
36486,0
5585,1
32033,1
9490,1
14705,1
18843,0
7514,0
556,0
25863,1
34196,0
18093,0
11434,1
16164,0
7137,0
10213,0
249,0
36851,0
2374,0
10142,0
16807,0
19853,0
20459,0
10952,0
15260,0
25462,1
21339,0
1784,1
13940,0
20560,1
6340,0
19617,0
28762,1
10319,0
2034,0
9682,0
4112,0
10569,0
4657,0
30552,0
27891,1
25273,0
5663,0
16409,0
35745,0
9321,0
27131,0
28575,0
21375,1
24634,1
23422,0
10312,0
29113,0
598,1
14954,0
19468,0
36736,0
6087,0
35702,1
20550,0
24414,0
22741,1
24038,0
29077,0
8430,0
1327,0
28316,0
22410,0
34700,0
30015,0
22457,1
24156,0
10973,0
14613,0
27076,0
5710,0
19063,0
32821,1
18710,1
129,0
920,0
9403,0
24216,0
33153,0
7553,1
18599,0
28217,1
15766,0
19402,0
15007,0
24039,0
35933,0
7079,0
24513,1
30310,0
6759,0
31837,1
28612,0
18970,1
25550,0
4049,0
21823,0
2218,1
28391,0
14615,0
22103,0
33701,0
31026,0
21879,1
11863,0
14807,0
21041,1
2674,0
6377,0
31045,0
18526,0
35823,1
32733,0
36741,0
16214,0
12028,1
11087,0
7372,0
27929,1
30330,0
19471,0
9856,1
9212,0
25910,0
5475,0
32792,0
8916,1
26147,0
20873,1
26725,0
6472,0
12805,0
13662,0
22949,1
25200,1
27626,0
11493,0
36566,0
1204,1
32194,0
24440,0
4279,0
19524,1
30905,0
10813,0
4062,0
10109,0
31041,0
15185,1
7602,0
13706,1
36306,0
11681,0
36075,0
2174,1
22844,0
13882,1
19964,0
20613,1
23570,1
2438,1
15021,0
3519,0
2189,0
19132,1
19767,0
36680,0
34355,1
26483,0
15059,0
3619,0
20486,0
10219,0
2753,1
34785,1
35510,0
16498,0
4455,0
27370,0
29996,0
2420,1
23127,0
5120,1
22939,0
29448,0
19895,0
19885,0
21350,1
5469,0
12364,0
9926,0
35714,1
7954,0
31982,0
11433,0
26793,0
18589,1
25255,0
7376,0
4665,0
4994,0
7577,0
1551,1
36775,0
34655,0
4338,1
9478,1
26272,0
2539,1
34634,0
7205,0
31116,0
6595,1
27695,1
22745,0
22179,1
23625,0
5556,0
16794,0
24029,0
26874,1
34739,0
20374,1
33594,0
25533,0
27159,0
27620,1
32020,0
11153,1
15131,0
32525,0
7880,1
34869,1
14947,0
31826,1
28158,0
11275,0
15447,0
12727,0
10026,0
24952,1
3333,0
13577,0
28752,1
7765,1
9380,0
8099,0
15692,1
25483,0
10067,0
17198,1
19537,0
18487,0
18482,0
6021,0
7911,0
32346,0
31709,0
34886,0
20915,0
899,0
498,0
6246,0
30530,0
30881,0
2927,1
16754,1
6872,1
26261,1
34091,0
32287,0
7782,0
23114,0
33590,0
4622,0
11535,0
6810,0
16615,0
30004,0
21594,0
24729,0
11188,1
8796,0
6315,0
36054,0
29941,0
34350,0
33485,0
20791,0
25817,0
21192,0
30879,1
29224,1
3014,1
26321,1
30366,1
28029,0
23282,0
314,1
469,0
32528,0
3825,1
4769,1
24564,0
25843,0
25598,1
36622,0
7719,0
24390,0
14191,1
31669,0
14000,0
30395,0
35667,1
16266,1
21157,1
15875,0
5810,1
26285,0
34194,0
17829,0
15955,0
13947,0
19155,1
17482,0
35042,1
7121,0
27507,1
10117,0
25321,0
24282,1
28332,0
5032,1
1770,1
5904,1
32999,0
20837,1
8889,0
29672,0
2710,0
14075,1
32599,0
9764,0
7610,1
33529,0
22713,1
11735,1
3639,0
29283,0
24383,0
21989,1
19785,1
502,0
19623,0
2216,1
26719,0
22984,0
13852,0
21422,0
25567,1
28405,1
28477,1
18058,1
22991,0
33622,0
35684,0
5448,0
20648,0
29400,0
227,1
16124,0
9295,0
32311,1
8769,0
5417,0
22738,1
23473,0
2854,0
4192,0
32278,1
34156,0
8189,0
9945,0
5603,0
1884,0
31236,1
153,1
21438,0
12447,0
31342,1
13660,0
876,0
8848,0
18472,0
33787,0
31647,0
11022,1
26360,0
12975,0
32095,0
27547,0
36316,0
13683,0
3486,0
9316,0
16628,0
28615,0
5027,0
18805,0
35238,0
10594,0
28968,0
819,0
1961,1
8694,0
5699,0
22806,0
3009,0
24606,0
4020,0
8254,0
4730,0
29677,1
12267,1
21303,0
11584,0
17431,1
8608,0
15445,1
34846,0
14300,0
34346,0
14815,0
12159,0
2829,1
6737,1
15368,1
2347,0
16462,0
35708,0
30158,0
1292,0
26303,0
1029,0
31992,0
15142,1
31536,0
21378,0
11741,0
8481,0
11074,0
13497,1
2050,1
14854,1
8875,0
12312,0
7948,0
29321,0
28030,0
5979,1
9720,1
4330,0
35538,0
10871,0
28085,0
13985,0
21018,0
32838,0
15652,0
2998,0
22874,1
9625,0
1873,1
23951,0
31293,0
661,0
8863,0
11017,0
20754,1
10034,0
6970,0
25866,1
16264,0
26776,0
23875,0
2925,0
13982,0
21096,1
17170,0
25428,0
23557,1
2182,1
8496,0
3617,0
7930,0
28739,0
30672,0
24724,1
20927,0
26958,1
24558,0
15455,0
24329,0
34193,1
13136,0
32015,0
19620,0
16201,0
9364,0
31423,0
36447,0
25639,0
14408,1
11306,0
3531,0
13833,0
16554,0
13712,1
25342,0
21858,1
11496,0
5434,0
18078,0
34712,0
27906,0
280,1
15004,0
31624,0
30891,1
29011,1
8289,0
22309,0
29201,0
3836,1
29035,0
35567,0
17667,1
27536,0
14936,0
25727,0
7309,1
28292,0
4529,0
1307,0
8774,0
31123,0
3503,0
10353,0
383,0
14952,0
1013,0
20082,0
5370,1
14127,0
323,1
24573,0
22785,1
11620,0
7327,0
28742,0
16416,1
16825,0
32406,0
21334,0
34577,0
24327,1
11250,0
18842,0
2326,0
4648,0
13108,0
31761,0
26319,0
8225,1
747,0
22807,0
21851,1
10333,0
19514,0
18181,0
9224,0
2663,0
23132,0
16458,0
20212,0
31951,0
9174,0
33310,0
20497,0
25835,0
31898,0
25717,0
28507,0
24897,0
28146,0
21299,0
6219,0
8974,0
1090,1
12487,1
3257,0
21762,0
4852,0
10262,1
31765,1
2421,0
24030,0
999,0
5502,0
13726,0
32976,1
5863,0
19017,0
21069,0
29520,0
29827,0
21126,0
33147,0
10773,0
6210,0
9678,0
36495,0
10745,0
9253,0
19213,0
20164,1
31146,0
13949,0
13858,1
29241,0
16075,0
25216,0
35347,1
36763,0
33384,1
9723,1
18796,0
19654,0
34301,1
33530,0
10607,0
25344,1
31846,1
33479,0
28677,0
11861,0
2796,0
3144,0
6014,0
8913,0
6268,1
19274,0
29434,0
338,1
12744,0
19893,0
6602,0
12465,1
3884,0
1867,1
18838,1
7269,0
25029,0
26040,0
18742,0
9622,0
20996,1
34420,0
15412,0
18164,0
20375,0
6416,0
14960,0
13057,1
21065,0
33497,1
7755,0
11600,1
5159,1
30642,0
17240,1
12921,0
20856,0
1788,1
3189,0
22614,1
28621,1
20284,0
13791,0
20852,0
26847,0
34507,0
7260,0
31305,1
28977,0
18732,0
22825,0
21543,0
26494,1
3147,1
19303,0
11882,0
12291,0
788,1
24467,1
475,0
23833,1
26347,1
30935,0
30268,0
3575,0
14423,1
15960,1
32093,0
18682,1
1491,0
18513,0
30577,1
9757,1
32161,0
20456,0
16520,0
30423,0
22992,0
35793,0
34989,0
30014,0
3327,0
11289,0
18600,0
25404,0
996,0
31968,1
21444,0
17811,0
20008,0
4869,0
12624,1
20416,0
14920,0
25343,1
8281,1
7215,0
7681,0
26225,0
29187,1
24201,1
8932,1
13119,0
8120,0
15043,0
21129,1
22475,0
28020,1
35748,1
15157,0
6410,0
35941,0
3157,0
34339,1
13846,0
28933,0
27524,0
13273,0
35899,0
33799,0
10728,1
31714,0
7141,1
2558,1
30189,0
28716,0
6651,0
11689,0
11617,0
10844,0
8108,1
11169,1
18972,1
33570,1
23622,0
11902,0
16134,0
11949,0
23123,1
29772,0
6778,0
9921,1
18726,1
6504,1
8092,0
35298,1
11646,1
19529,1
17757,0
25924,0
17893,1
23888,0
26829,0
90,0
5069,1
26819,1
21713,0
33063,1
24777,0
1450,0
36035,0
10313,1
12897,0
5497,0
36493,1
4772,0
3373,0
23772,0
22290,0
11005,0
16600,1
35645,0
31557,0
21404,0
29151,0
8584,1
28349,0
31335,1
25035,0
32730,1
19429,1
2816,1
21704,1
34710,0
25524,1
21120,0
11456,0
21140,0
6858,0
14868,0
21006,0
13777,1
10255,0
31019,1
18131,0
16730,0
31440,0
30643,0
27989,1
29499,0
15594,0
7457,0
5416,0
17933,0
16303,0
14150,0
24907,0
17410,0
33566,1
6413,0
4744,0
11965,0
3654,0
23775,0
34435,1
9903,0
4314,0
25761,0
30340,0
33814,1
36815,1
5521,0
34924,0
18840,0
31723,0
32543,0
23099,1
18351,0
20236,0
16263,0
23189,1
33239,1
9891,1
10401,0
26290,0
22528,0
29715,0
29783,0
2454,0
434,0
14301,1
32273,1
15740,0
6885,0
7679,0
11608,1
12672,1
32658,0
4824,0
9681,0
14958,0
34134,0
19057,0
27068,1
21592,0
34888,1
27518,1
22085,0
28055,0
24422,1
14995,0
24384,0
6681,1
9541,0
1212,1
8512,0
35051,1
23967,0
12505,0
22890,1
29909,0
30033,0
31652,0
27683,0
14555,0
22729,1
20606,1
19516,1
24241,0
13428,0
22246,0
19437,1
7790,0
12933,0
6760,0
26895,1
19734,1
7897,0
19409,0
24595,0
34403,0
4226,0
13051,0
35211,0
21534,1
32946,0
115,0
26025,0
15615,0
521,1
24408,1
17376,0
36102,0
19023,1
25976,0
29052,1
13545,0
29884,0
35140,0
7145,0
8894,1
21125,1
15940,0
36384,1
34746,0
34637,1
6283,0
7221,0
20471,0
19095,0
24835,0
28771,0
20372,0
2298,0
10822,1
14532,0
29882,1
31760,0
5896,1
2789,1
18610,0
34448,0
27338,1
8406,0
20363,0
6499,0
12973,0
1168,0
34868,1
33010,0
29708,0
10053,0
16534,1
19024,0
17010,1
12392,0
26441,1
6841,1
9531,0
13948,0
30288,0
18865,1
28077,0
18249,0
5474,0
17116,0
34345,0
13534,0
31934,0
29568,0
7131,0
29488,1
22833,0
15574,0
9062,0
16096,0
4964,0
21186,1
24918,0
27271,0
8985,0
8852,0
17020,0
6590,0
22119,0
3686,1
12065,0
26277,0
22667,0
35377,1
16861,0
19698,0
20367,1
20077,0
19599,0
23766,1
23773,0
15873,0
18490,0
4781,0
18223,0
27573,0
7884,0
30517,0
19523,1
12842,0
6288,0
6997,0
2846,0
13883,0
13180,1
25353,0
35490,0
27233,0
24070,0
21231,0
22816,0
908,0
10130,0
10242,0
16412,1
33577,0
20213,1
36517,0
31858,0
29092,1
9667,0
20882,0
22395,0
26564,0
22843,0
11443,1
1965,0
28685,0
28451,1
6684,0
17449,0
15532,1
19751,1
20172,0
35310,0
19493,0
17070,0
9184,0
6104,0
11552,1
28488,0
2866,1
18675,0
11832,1
21679,0
29073,1
27531,0
27707,0
25281,1
14651,0
2918,0
14297,0
15327,0
9151,0
17806,0
29352,1
18137,1
18331,0
27184,1
26909,1
19925,1
5112,0
30243,0
34622,0
23757,1
31266,0
32306,0
36589,0
10504,0
31391,1
8465,0
24722,0
15997,1
34189,1
35906,0
7117,0
10086,1
24071,0
31282,0
2337,0
22344,0
33272,0
19166,1
42,0
16156,0
31354,1
27186,1
30324,0
14401,0
8057,0
10110,1
1804,0
36508,1
873,1
13038,0
27069,1
299,0
16638,1
3782,0
14870,0
6780,0
35760,0
1351,0
17053,0
25577,0
13411,1
20232,0
17525,1
15689,0
18234,0
9247,0
31563,0
10104,0
16511,0
16644,0
20144,0
19307,0
6677,0
7905,0
22857,0
12282,0
11253,0
5442,0
2214,0
27584,0
28042,0
34178,0
20402,1
22789,0
1763,0
23667,0
17340,0
6557,0
362,0
4165,0
33558,0
31627,0
2893,0
4969,1
18360,0
26351,0
25573,1
30400,0
3325,0
6295,0
34226,0
35770,0
20009,0
3547,1
8220,1
21355,0
17941,0
5586,1
36014,0
1918,1
17293,1
34890,0
1352,0
24982,1
12733,0
5353,1
29744,0
24576,0
15403,1
35753,0
30980,1
27557,0
12164,0
9884,0
6617,0
19069,0
186,0
27923,0
22114,0
23949,0
10678,1
35803,1
20887,0
15252,0
19201,0
24655,0
21359,0
12881,0
28696,1
29018,0
5590,0
28126,0
19652,0
36,1
11631,0
31143,0
23197,1
4800,0
31551,1
27006,1
13708,1
10165,0
23146,0
22472,0
26318,1
10656,0
30706,0
5657,0
8386,0
1234,1
18896,0
16393,1
5653,0
31347,0
22183,0
5620,1
29477,1
12611,0
10194,1
25189,0
14373,0
3496,0
26462,0
32107,0
5727,0
15394,0
15747,0
16664,1
11472,1
23938,0
8436,0
9445,0
10941,0
20039,0
3494,0
21752,0
3166,0
27614,0
3938,0
28153,0
22786,0
26867,0
2010,1
7250,0
31167,0
32697,0
17850,0
22325,0
21645,0
13847,0
12127,0
10151,0
15441,0
7227,1
34482,0
8045,1
8906,0
10018,0
9105,0
10271,0
21692,0
23298,0
2015,0
28697,1
34382,0
21474,0
15721,0
21138,0
11613,0
31327,0
7219,0
11890,0
1019,0
8398,0
1394,0
28446,1
35924,0
441,1
6699,1
639,0
17212,0
14931,0
34184,0
19560,0
1769,1
27463,1
33538,0
1579,0
7398,0
31862,0
36112,0
31520,1
15823,1
33793,1
9717,0
23450,1
11477,0
29881,1
22752,0
26904,0
17691,0
30164,0
8062,0
25543,0
12183,0
7134,0
16808,0
19156,0
36860,0
6613,0
1671,0
35968,0
9114,0
21606,0
33783,0
34454,0
4902,1
1905,0
20409,0
6505,0
29657,0
20772,0
30493,0
13974,0
12201,0
23926,1
30565,0
28165,1
17789,0
11378,0
18716,1
5982,1
32695,0
34256,0
12086,0
32921,0
4538,0
13772,1
35570,0
17418,0
12134,0
1689,0
8036,1
26075,1
21674,0
15989,0
17468,0
6540,0
34715,1
8310,1
10681,0
22744,0
2716,1
8315,1
7185,0
34816,0
